상품명,가격,rating,rating_num
"홈스타 세탁조 클리너 버블워시, 100g, 3개",8380,4.5,6580
"블루초이스 땅콩 라크로스 마사지볼, 핑크",6430,4.0,329
"베이비스타 오리지널 엠보 유아물티슈 캡형, 100매, 10개",10900,4.5,10610
"미쟝센 퍼펙트 스타일링 세럼, 70ml",4500,4.5,115
"그린핑거 힘센보습 울트라 로션, 260ml",10880,4.5,4264
"조이뷰티 체리블라썸 데일리 파우치, 블랙",4030,4.0,42
빨래하기좋은날 빨래 건조대 대형,12900,4.0,3909
"피죤 옐로우미모사 섬유유연제 본품, 3.1L, 4개",10360,4.5,10307
"블루초이스 펭귄트랩 얼음깨기 보드게임, 혼합 색상",4190,4.0,1574
"해맑은푸드 두툼 쥐포, 10개입",12000,4.5,912
"뽀로로 에듀동요 사운드카드, 키즈아이콘",15400,4.5,529
"보뚜 석류 원액 100, 80ml, 30개입",11900,4.5,661
"좋은느낌 순수 울트라 중형 생리대 날개형, 18매입, 2개",4920,4.0,2039
"일리 연꽃 수분 마스크, 1매, 10개",3980,4.5,4852
"하림 용가리 치킨, 1000g",14550,4.5,447
"이지앤프리 이지콕 전자렌지용 밥보관용기 460ml 16종 세트, 1세트, 용기 16p + 뚜껑 그레이 8p +  뚜껑 화이트 8p",8900,4.5,105
네이쳐리빙 다용도 오픈 수납 4단 선반 소,13000,4.0,368
"동원 참치 통조림 세트, 마일드 6p + 라이트스탠다드 6p + 고추참치 6p, 1세트",19340,4.5,1257
"청정원 고소한 마요네즈, 500g",3100,4.5,4004
"고미네 볶음귀리, 150g, 3팩",5180,4.0,42
"우르오스 남성용 모이스처라이저 올인원 지복합성, 200ml",22100,4.5,9028
"뉴트리오 애견용 치아에 좋은 껌, 고구마맛",6600,4.5,39
"JVR 유로 머그컵 4종 세트 280ml, 화이트, 핑크, 블루, 퍼플, 1세트",19960,5.0,744
"월광매트 고급형 미끄럼 방지 매트, 회색",17600,4.5,1597
"토모 애견 사료보관통 2kg, 단일 색상",5010,4.0,348
"카카오프렌즈 릴팡 칫솔 홀더 컵걸이, 어피치",5500,4.5,33
"레고 10848 듀플로 나의 첫 블록, 혼합 색상",25360,4.5,324
"해태제과 빠새 빠삭한새우칩 갈릭맛, 120g",1980,4.5,35
"휴플러스 해피룸 목어깨 안마기, HPR-150",43610,4.5,337
"오리온 참붕어빵, 696g",10900,4.5,600
"샤바스 스칸디나 스타 라탄 안전 욕실화 2종 세트, 1세트",9540,4.5,304
"맥심 모카골드 마일드 커피믹스, 12g, 160개입",16530,4.5,16979
"지퍼락 더블 지퍼백 소형, 50매입, 3팩",5330,4.5,562
"닥터유 에너지바 3대천왕 세트, 에너지바 9개입 + 트리플베리 3개입 + 99라이트바 3개입, 1세트",11070,4.5,621
"레고마인크래프트 좀비 동굴 레고 21141, 혼합 색상",23920,4.5,16
"허이펑 닭표 스리라차 핫 칠리 소스, 255g",3300,4.5,217
"지베딩 라인데코 체크 차렵 이불, 그레이",15100,4.5,647
"클리오 샤프 쏘 심플 워터프루프 펜슬 라이너 0.14g, 02 브라운",6170,4.5,323
"리스테린 쿨민트 구강청결제, 750ml, 2개",9100,4.5,8865
"더샘 힐링 티 가든 그린티 클렌징 워터, 300ml, 2개",7000,4.5,2894
"DHA 동원참치 통조림, 150g, 3개입",7350,4.5,538
"케라시스 두피 클리닉 샴푸, 600ml, 3개",9950,4.5,6166
"아토세이프 후리지아 섬유유연제, 2.5L, 2개",3160,4.5,419
"행복한바오밥 셈셈 수놀이 보드게임, 혼합 색상",19600,5.0,130
"포카리스웨트, 340ml, 20개",12000,5.0,7860
"쿠첸 미니 전기밥솥 3~4인용, CJE-A0302",50500,4.5,1705
"케라시스 러블리 앤 로맨틱 퍼퓸 린스, 600ml, 2개",6780,4.5,12169
"해피바스 라벤더 에센스 모이스춰 바, 100g, 4개입",2900,4.5,6055
"웰프레쉬 냉동 딸기, 1kg, 2개",12500,4.5,946
바디럽 퓨어썸 세면대용 샤워헤드,24900,4.0,27
"쇼군 라멘 스낵, 18g, 30개입",4440,4.5,112
"A.H.C 레드 립스틱 4.7g, 피치베이지",6490,4.0,3869
"투데이넛 너트한줌 요거트, 20g, 50개입",17830,4.5,9376
"리훈 오늘공부 공시생용 스터디플래너 인포메이션, 우드",9810,4.5,98
"오가니스트 내추럴 체리블라썸 샴푸, 500ml, 2개",10000,4.5,6183
"리벤스 밸브형 매직 이불 압축팩 대형, 4매입",7800,4.5,4007
"농협 하나가득 흑미, 1kg, 2개입",7830,4.5,1020
"지베딩 루시드체크 차렵이불 베개커버 세트, 그레이 + 차콜",33150,4.5,322
"디즈니 자이니 미니 크리미 미키 초콜릿, 122g",3200,4.5,80
"케라시스 케라마이드 익스트림데미지 헤어세럼, 70ml, 2개입",9410,4.5,383
"카카오프렌즈 클립보드 A4, 어피치, 2개입",4590,4.5,922
"다다 스케치북 랜덤 발송 4p, 345 x 248 mm, 26매입",5300,5.0,15
"메이플트리 칼슘 마그네슘 아연 플러스 비타민D 영양제, 117.45g",11470,4.5,2477
"퍼실 파워젤 일반용 액상세제 라벤더코튼향 리필, 2L",8830,4.5,6910
"울샴푸 오리지널 리필, 1.5L, 2개",5000,4.5,5942
"삼성전자 먼지따로 진공 청소기, VC-TU52G, 에보니 블랙",63310,4.5,828
"고미네 볶은현미, 100g, 2개",3800,4.5,850
"엘빈즈 매일매일 건강한습관 어린이 배도라지 주스 80ml, 배 + 도라지 혼합맛, 20개입",14500,4.5,168
"조르단 버디 2단계 어린이 칫솔, 랜덤 발송, 6개",6840,4.5,1211
"카카오프렌즈 체크리스트 점착 메모지, 어피치, 2개입",4400,5.0,111
"한예지 키스해링 ART 미니 각티슈 천연펄프 미용티슈 2겹, 250매, 6개",4800,4.5,2358
"아이오페 히아루로닉 스페셜 2종 세트, 1세트",34990,4.5,111
"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",39300,4.5,5701
"오리온 초코파이 정, 39g, 48개입",12900,5.0,1440
탐사패드 대형(75*65cm) 흡수력 2단계 60매,14600,4.5,585
"좋은느낌 순수 울트라 대형 생리대 날개형, 16개, 2개",5080,4.0,1085
스틸리 차량용 스마트폰 자석 거치대,9900,4.5,7622
"리스테린 내추럴 그린 티 구강청결제, 750ml, 2개",10600,4.5,15008
"트루마리 행복더하기 3겹데코 고급롤 화장지 30m, 30롤, 1팩",6900,4.0,547
"보솜이 2017년 프리미엄 천연코튼 밴드형 기저귀 남녀공용 특대형(13kg~), 144매",27900,4.5,733
"이니스프리 스키니 꼼꼼 마스카라 3.5g, 1호 블랙",6670,4.0,259
"방그레 라이트 아기물티슈 캡형, 100매입, 10개",7360,4.5,258
"마이다락 3단 사각 뷰티 수납함 세트, 혼합 색상",17150,4.5,179
"데이스포 반려견 관절 영양제, 250g",8730,4.5,2369
"카카오프렌즈 플라워 스프링 노트, 어피치, 2개입",6000,5.0,36
"토프 조리도구 걸이, 단일 색상",5900,4.5,633
신풍산업 차량용 송풍구 핸드폰 거치대 그레이군,7730,4.5,1140
"동원 개성 왕만두, 1.82kg",9540,4.5,2727
"크리넥스 천연펄프 데코 앤 소프트 롤화장지 35m, 24롤, 1팩",17360,4.5,7552
"소프시스 스택 4단 책장, 티크판넬 + 화이트프레임",31420,4.5,828
"태클라스트 태블릿 PC, P89H, 단일 색상",86500,4.0,35
"레인보우샵 베이킹소다 베이직 3종 세트, 1세트",5760,4.5,6121
드레스하우스 여아용 미오 리본양말 5p,6540,4.0,62
"연세우유 멸균 흰우유, 200ml, 24팩",10900,4.5,20774
"위즈홈 이동식 루빈스 바스켓 3단 9칸, 혼합 색상",32640,4.5,254
"이나바 챠오츄르 고양이 간식 생선, 참치 + 조갯살, 10개입",5390,5.0,2428
"My Little Tiger 수학 연습장: 123, 삼성출판사",2610,4.5,87
"하리보 골드베렌 젤리, 220g",3000,4.0,1049
"포스트 고소한 아몬드 후레이크 시리얼, 1000g",8200,4.5,7763
메이블린 더 매그넘 볼륨 익스프레스 워터프루프 마스카라 9.2ml,8390,4.0,5579
"마호커트러리 성인용 한식 수저2종 세트 차콜그레이, 1세트",4500,4.5,576
"공룡메카드 타이니소어 딜로포 장난감, 혼합 색상",8130,4.0,45
"비오클라쎄 밀크바오밥 베이비&키즈 샴푸, 500ml",10360,4.5,482
"G7 3in1 커피믹스, 16g, 50개입",6500,4.5,4535
"연세두유 아몬드 앤 잣 두유, 200ml, 24개",8850,4.5,3008
"신일 더쎈 코드리스 청소기, SVC-ECO150, 혼합 색상",128790,4.0,148
"템테이션 고양이 간식, 고소한 참치맛, 5개",11950,5.0,5861
"퍼니즈 폼보드 캔버스 A3사이즈 액자 3종 세트, 몬스테라",12300,4.5,837
"이니스프리 납작 아이브로우 펜슬 0.3g, 동트기 전 어반 브라운",3400,4.5,38
"도그포즈 캣닢 건강 막대사탕, 2개",6430,4.0,353
"어퓨 딥 클린 폼 클렌저, 130ml, 4개",7000,4.5,1054
"롯데이라이프 종이호일 알뜰형, 2개입",4380,5.0,36
"건강한습관 물티슈 캡형, 100매, 10팩",7800,4.5,5729
"더이쁜 드림캐쳐, BMW-091",8660,4.5,179
"크리넥스 프리미엄 안심 3겹 천연펄프 키친타올 140매, 4롤, 1팩",5470,4.5,466
"스킨푸드 피치뽀송 멀티 피니시 파우더 소 5g, 단일 색상",3880,4.5,176
"홈스타 막힌곳을 부탁해 펑펑 배수구 세정제, 1L, 3개",4500,4.5,10051
"지구화학 지구 이지워시 사인펜, 12색, 3세트",7160,5.0,76
"공룡메카드 메가티라노 변신로봇, 혼합색상",47550,4.0,33
"한 그릇 뚝딱 유아식 : 닥터오의 육아일기 속 편식 없이 잘 먹는 영양만점 레시피, 청림라이프",25200,4.0,28
"스파크 찬물전용 분말세제 리필, 9.5kg, 2개",17900,4.5,6252
"하기스 오버나이트 팬티형 기저귀 남여공용 특대형 5단계(13~18kg), 62매",26950,4.5,1010
LG생활건강 액체세제 본품 용기형 3L,5240,4.5,1382
"자색 고구마칩스, 60g",1240,4.0,105
"투쿨포스쿨 아트클래스 바이로댕 팩트 블러셔 9.5g, 혼합 색상",12970,4.5,156
"크리스피롤 22곡 막대과자, 180g, 2개입",5200,4.5,445
"오랄비 어드밴티지 컴플리트 화이트닝 칫솔, 4개입",7770,4.5,1981
"하기스 2017년 네이처메이드 퍼스트케어 밴드형 기저귀 남아용 소형 2단계 (4~8kg), 162매",40790,4.5,1044
"케이더블유 더 두툼한 아크릴 수세미 5종세트, 1세트",4410,4.5,551
"에코리즈 NBR 요가 매트, 핑크",6410,4.5,5278
"더샘 커버 퍼펙션 팁 컨실러 6.5g, 클리어 베이지",3200,4.5,2675
"매일유업 저지방 2% 우유, 200ml, 24팩",10890,4.5,9819
"코코브라운 애완용 베이킹소다 탈취제 베이비파우더향, 550ml, 2개",4700,4.5,2750
"농협 제주 레드향, 2kg(11~13과 내외), 1박스",19900,4.0,322
"LG전자 톤플러스 블루투스 헤드셋, HBS-510, 블랙",39900,4.0,665
"다슈 포맨 울트라 본드 젤 다운펌 모든 피부타입, 100ml",11610,4.0,20
"나트라케어 내추럴 울트라 패드 윙 중형 생리대 날개형, 12매입, 1팩",7900,4.5,1244
"피셔프라이스 젖병솔 버블 + 젖꼭지솔, 핑크",6330,4.5,2923
"제브라 델가드 샤프 화이트 +샤프심, 0.5mm",3980,5.0,78
"애터미 선크림 SPF50+ PA+++, 60ml",8010,4.5,3273
"서연 계량 눈금 종이컵, 2000개입",13810,4.5,582
"오밍컴머스 블랙라벨 레터링 투웨이 양념통 세트, 1세트",18000,4.0,198
"다우니 디바인 섬유유연제 본품, 8.5L",15600,4.5,6378
"화이트 애니데이 롱 팬티라이너, 75개입",6400,4.5,6322
"크린아이 사각변기솔 + 타일바닥솔, 1세트",5790,4.5,1128
"한예지 캐릭터 미용티슈 천연펄프 2겹, 3개입",2700,4.5,612
"츄파춥스 미니 막대사탕, 600g",6980,4.5,2696
"까사베르데 데일리 페이스타월, 다크그레이, 10개",27800,4.5,2821
"키스뉴욕 일자형 아이브로우 스템프 6g, 다크브라운",15000,4.0,644
"제스파 쿠션플러스 마사지기, ZP187",29800,4.5,2528
"메소드 고보습 핸드워시 만다린망고, 354ml",3000,4.5,312
"카카오프렌즈 멀티데이터 케이블 12cm, 라이언",5900,4.0,340
"웻앤와일드 크리스 브러쉬, 혼합 색상",2500,4.5,184
"드레텍 핸드 믹서기 핑크, HM-702PKI",19800,4.5,260
"농심 육개장 사발면, 24개",15800,4.5,20681
"폰타나 카르니아 베이컨 앤 머쉬룸 크림 파스타 소스, 450g",4900,4.5,1185
"클리오 킬 커버 컨실 쿠션 파운데이션 + 리필세트, 3-BY 리넨, 1세트",17990,4.5,633
"시세이도 아이래쉬 뷰러 213, 실버",8420,4.5,2631
"세주 두더지 팡팡 장난감게임기, 랜덤 발송",6830,4.0,309
"오뚜기 옛날 참기름, 500ml",4600,4.5,3291
"농협 서귀포 한라봉, 3kg (15과 내), 1박스",19900,4.0,336
"해표 식용유, 1병, 1.8L",3800,4.5,4702
"앤쿡 어린이 순살 고등어, 330g, 2개",15400,4.5,1874
"정관장 아이키커 어린이 홍삼 과즙음료 100ml, 포도, 10팩",6900,4.5,6625
"머리 좋아지는 놀이 100 : 관찰력 그림 찾기, 기탄출판",5850,4.5,641
"캣토리 고양이 모래 5L 무향, 4개",10200,4.5,8629
순작 청정지역 무주산 보리차 192g,5330,4.5,324
"키친아트 유리 전기 멀티 티포트, KIT-1800P",33650,4.5,45
"델키 기름절약형 튀김기, DK-205",88000,4.5,518
"아모스 파스넷 색연필, 36색",10660,4.5,643
"동성룩스 드림라이트 취침등 전구색, 단일 색상",3900,5.0,322
"클리오 프로 레이어링 아이 팔레트, 2호 핸드 크래프트",14960,4.5,1065
"베베락 아이스톡톡 이유식 냉동 큐브 2p, 오렌지",4800,4.5,1667
"하기스 보송보송 드라이 밴드형 기저귀 남녀공용 특대형 5단계 (12~16kg), 138매",26950,4.5,290
대원 테이블 전기그릴 DWP-331G,25460,4.0,115
"크린스킨 라이트 니트릴 장갑 화이트, 100매, 1통",7680,4.5,524
"GNM자연의품격 건강한 간 밀크씨슬, 27g, 2개",9800,4.5,5629
"샌디스크 울트라 듀얼 USB 3.0 드라이브, 32GB",11750,4.5,8788
"바비온 네오리튬 전문가용 애완이발기 SBC-650, 블랙",29800,4.5,4289
"바다친구 소문난 서천 재래김 식탁김, 15g, 10개입",6900,4.5,1462
"릴리유 촉촉한 유아물티슈 캡형, 80매, 10팩",11260,4.0,457
"하기스 2017년 보송보송 드라이 팬티형 기저귀 여아용 대형 4단계 (10~14kg), 124매",27740,4.0,470
"GNM자연의품격 순수한 깔라만시 원액, 1L, 1팩",5400,4.5,8384
샤바스 스칸디나 스타 세탁바구니 18L 트임형,5500,4.5,850
"페리오키즈 헬로카봇 치약3단계, 75g, 2개",2360,4.5,625
"군 2017년 오리지널 밴드형 일회용 기저귀 남여공용 3단계 6-11kg, 192매",39900,4.5,4063
"페리오 이지클리닉 어드밴스 초극세모 칫솔, 10개입",4500,4.5,6763
"테크 실내건조 꿉꿉한냄새걱정끝 액체세제 일반용 용기형, 3L",8010,4.5,3912
"아발론오가닉스 비오틴B 컴플렉스 샴푸, 946ml",15490,4.5,2282
"미쯔칸 농축 쯔유, 500ml",5030,4.5,1391
"머지 더 퍼스트 젤 아이라이너 0.5g, G6 소프트 브라운",3900,4.0,10581
"코카콜라 355ml x 6p + 환타오렌지 355ml x 6p, 1세트",8810,4.5,138
"크린랲 크린장갑 일반, 100매입, 2개",5770,4.5,336
"델몬트 오렌지 드링크, 190ml, 24개",5680,4.5,3256
"라이프플러스 핸디 롤링 마사지 볼, 롤링마사지볼-칼라랜덤",3160,4.0,374
"해태제과 고향만두, 2000g",16370,5.0,124
"올리브영 촉촉퍼프, 단일 색상",5000,4.5,113
"네스카페 신선한 모카 커피믹스, 11.7g, 110개입",8900,4.5,2698
"덴탈헬스 애견껌, 치즈, 3개",3900,4.5,4621
"하기스 2017년 매직 퍼스트케어 밴드형 일회용 기저귀 여아용 소형 2단계 4~8kg, 192매",37280,4.5,1377
"하기스 2017년 네이처메이드 퍼스트케어 밴드형 일회용 기저귀 여아용 중형 3단계 7~11kg, 156매",44300,4.5,1220
"릿첼 AQ 첫걸음 빨대컵, 핑크",10270,4.5,1440
"레인보우샵 과탄산소다 산소계표백제 베이직 리필, 2kg",3520,4.5,11816
"조르단 버디 영유아 칫솔 1단계, 랜덤 발송, 6개",6540,4.5,1449
"바이셀 캣 플라잉 버터플라이 낚시대 장난감, 랜덤 발송",3120,3.5,414
아소리빙 씽크인 주방선반,9900,4.0,3786
"샤프란 섬유유연제 롱라스팅 릴렉싱 아로마 리필, 2.1L, 6개",11900,4.5,8737
"오랄비 스테이지스 1단계 디즈니 푸의친구들 영유아칫솔, 랜덤발송, 1세트",13200,4.5,300
"네이처리퍼블릭 바이 플라워 우드 아이브로우 펜슬 1.6g, 2호 딥 브라운",2090,4.5,457
"농심 안성탕면 15p + 짜파게티 5p, 1세트",13050,4.5,1626
"엔플라스틱 컬러빈 분리수거함 3단, 블랙, 1세트",29790,4.5,504
"포스트 시리얼 기획세트, 블루베리 + 크랜베리 아몬드 + 접시 4개, 1세트",11900,4.5,1762
"팬시피아 종합장 178 x 255 mm, 랜덤 발송, 10권",6500,5.0,80
"로아커 웨하스미니스, 400g, 1봉",9070,4.5,2643
"엑토 하데스 게이밍 마우스, GMSC-15, 혼합 색상",9200,4.5,704
"마메르 쉬폰 커튼, 화이트",9400,4.0,1241
"쁘리엘르 리프 자수 아일렛 암막커튼 중형, 화이트",14290,4.5,123
"오리온 오뜨 치즈, 288g, 1박스",4770,4.5,320
"샤프란 꽃담초 섬유유연제 연꽃향 리필, 1.3L, 2개",7000,4.5,7184
"더블하트 신모유실감 젖꼭지 M, 3개월, 2개입",8750,4.5,12733
"포켄스 뉴트리션 트릿 눈 & 눈물 강아지 영양제, 240g",10290,4.5,163
"마미포코 360핏 팬티형 기저귀 남아용 대형 4단계 ((10~14kg), 136매",29690,4.5,8887
"딩동펫 곰돌이실타래 강아지장난감, 핑크",2900,4.0,223
"베베숲 저자극 아기물티슈 소프트 엠보싱 캡형, 70매, 10팩",14690,4.5,1345
"흥국산업 캐릭터 스케치북 5권 랜덤 발송, 8절, 17매",7330,5.0,36
"나인웨어 프렌즈 시리얼 볼 4p, 아이보리, 블루, 그레이, 핑크, 1세트",9830,4.5,152
"엠피온 하이패스 + 태양광 충전 거치대, SET-525",51150,5.0,804
"키즈아이콘 뽀로로 가방퍼즐2 4종, 1세트, 81피스",7000,4.5,637
"국민지에스 음식물 쓰레기 홀더, 랜덤 발송, 2개",3600,4.0,559
"비스코티 애견비스켓, 천연과일 800g",7920,4.5,1656
"초록마을 유기농 소프트롤 유아쌀과자, 블루베리 + 요거트",3450,4.5,113
"버박 CET 치약 닭고기맛, 70g",8830,4.5,950
"하기스 2017년 매직 퍼스트케어 밴드형 일회용 기저귀 여아용 중형 3단계 7~11kg, 180매",37980,4.5,1545
네이쳐리빙 오픈수납선반 3단,10200,4.0,149
"코카콜라 토레타, 500ml, 24개",18350,5.0,3745
"카누 콜롬비아 다크 로스트 아메리카노 미니, 90g, 1팩",15810,4.5,17719
"로픈 바오밥 세라마이드 LPP 프리미엄 트리트먼트, 1kg",12120,4.5,12839
"윤성정보통신 핑거티 박스테이프 투명, 6개입",4400,4.5,1294
트레핀 커피캔디 500g,4980,4.5,1454
"굿바디 필라테스 폼롤러 + 운동법 포스터, 마블퍼플",19900,4.5,348
"삼성전자 PAPER 복사용지, A4, 2500매",15300,4.5,1705
밀크바오밥 화이트머스크 샴푸 1000ml,11080,4.5,3472
"나이스통상 독서대 O103, 메이플",10630,5.0,2456
"센텔리안24 마데카 크림 센텔라 하이드레이팅 포뮬러, 50ml, 2개입",31800,4.5,608
"하기스 2017년 매직팬티 팬티형 기저귀 여아용 점보형 6단계 (17kg~), 70매",30190,4.5,764
"삐아 오광 피그먼트 아이섀도, 일광",3800,4.0,592
"키친아트 다이아몬드 계란말이팬, 24 x 17 cm",7900,4.5,2333
"화이트 시크릿홀 울트라 슬림 중형 생리대 날개형, 30매입, 2개",8750,4.5,4494
"삼성전자 Full HD LED 43인치 TV 자가설치, UN43K5110BF",469000,4.5,98
"미왕 고소한 쌀과자, 300g, 2개입",5430,4.5,632
"포레스트엔 원스텝 스킨케어 페이셜 지우개 패드 시즌2, 70매입",13500,4.5,295
"하기스 2017년 보송보송 드라이 팬티형 기저귀 남아용 대형4단계 (10~14kg), 124매",27740,4.0,576
"라로슈포제 시카플라스트 밤 B5, 100ml, 1매",15650,4.5,553
"농협 제주 비가림 하우스감귤 소과, 2.5kg, 1박스",16900,3.5,100
"엡손 리락쿠마 라벨프린터, LW-H200RK",76140,5.0,406
"매직캔 유니언 휴지통 22L, 네이비",31940,5.0,257
